overall_rank,file_sha,repositories,occurrences,representative_name,sample_location,proposed_super_skill,review_status,novel_contribution,source_diversity_note
538,b24ecc5715676ab51aa2dd2b3bfa29de0e4cd4aa,96,154,documentation,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/documentation/SKILL.md,document-productivity,metadata-triaged,,metadata score 4; margin 2
539,99df14d39dc62c1a56d268e7e663acad4b75e23e,96,150,debugging-toolkit-smart-debug,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/debugging-toolkit-smart-debug/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 4; near-duplicate lineage root; 2 top-1000 variants
540,dd3ed3c85d5329be335f4b34a9640f9914e36c6c,96,134,seo-audit,1203992808/ChatGPTCaricature/.claude/skills/seo-audit/SKILL.md,marketing-and-growth,reviewed-no-new-contribution,"covered by retained market, positioning, acquisition, conversion, pricing, or fundraising rules",metadata score 4; margin 3
541,c3dcb82be5521865b7fbe95835e8bdb898d664a0,96,127,1password,ANONIMO432HZ/opn-claw-v1/skills/1password/SKILL.md,,manual-review,,ambiguous metadata score 0
542,f34860e42913a67adc65d3fc5b74cf996f524e69,96,115,investor-outreach,15934110986pmq-debug/JDB-A-26/claude-config/skills/investor-outreach/SKILL.md,marketing-and-growth,reviewed-no-new-contribution,"covered by retained market, positioning, acquisition, conversion, pricing, or fundraising rules",metadata score 4; margin 4; near-duplicate of rank 255; cosine >= 0.963
543,fc35b97ed9dc2ec0db51dee69c4ba358c5c8f3b8,96,101,fastapi,AMiguelV05/API-SICARX/.claude/skills/fastapi/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 4; near-duplicate of rank 7; cosine >= 0.925
544,a104ed060015cba48987fd8749ea11c83efe7a66,95,185,backend-security-coder,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/backend-security-coder/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 2
545,d0d2fc5fce57f50cf801320759583cdfae6cb859,95,179,fastapi-pro,5onyy/essential-ai-agent-skills/.cursor/skills/fastapi-pro/SKILL.md,application-engineering,metadata-triaged,,metadata score 5; margin 5
546,e7ef34610d94511634afce08dd220dc5be596eea,95,179,game-design,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/game-development/game-design/SKILL.md,game-development,metadata-triaged,,metadata score 4; margin 4; near-duplicate of rank 61; cosine >= 0.984
547,008168a4c9e17e7b958a206696a838dd5823cccd,95,171,Writing Hookify Rules,1Keria/Agentic-kv-cache-management/Agent/claude-code-repo/plugins/hookify/skills/writing-rules/SKILL.md,,manual-review,,ambiguous metadata score 0; near-duplicate of rank 341; cosine >= 1.000
548,22c1eb015c47ad750d193e5ea5e72c756da87715,95,171,kubernetes-architect,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/kubernetes-architect/SKILL.md,"agent-tooling-and-orchestration,application-engineering",manual-review,,ambiguous metadata score 1
549,ff0269e1ec69fc60130b6a1165d06392c76f6140,95,168,expo-deployment,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/expo-deployment/SKILL.md,software-delivery,metadata-triaged,,metadata score 3; margin 3
550,3bcd1cd69b59429cc5001cdb5326412f81e9f57d,95,163,architect-review,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/architect-review/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
551,e822f00b3cd819933b6b67f6faae120481f94971,95,151,concise-planning,5onyy/essential-ai-agent-skills/.cursor/skills/concise-planning/SKILL.md,,manual-review,,ambiguous metadata score 0
552,42bf746b426600c416c0a5969a043592ff14ba7b,95,149,pricing-strategy,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/pricing-strategy/SKILL.md,marketing-and-growth,reviewed-no-new-contribution,"covered by retained market, positioning, acquisition, conversion, pricing, or fundraising rules",metadata score 4; margin 4
553,6db65e17a8ca5d0f94781acb735672f561ea55f2,95,145,cc-skill-clickhouse-io,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/cc-skill-clickhouse-io/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1; near-duplicate of rank 410; cosine >= 0.997
554,d320670c913a2b86bb723506c706209c6174a5ba,95,131,eval-harness,0xAlgoRhythm/TranscriptRegistry/.claude/.agents/skills/eval-harness/SKILL.md,,manual-review,,ambiguous metadata score 0; near-duplicate of rank 145; cosine >= 0.998
555,d74c12a3057aa217d19fb038743a6862b53cc550,95,124,security-review,Aceryoung/familyproject/antigravity-awesome-skills-main/skills/cc-skill-security-review/SKILL.md,systems-and-security,metadata-triaged,,metadata score 4; margin 2; near-duplicate of rank 403; cosine >= 0.998
556,53642053e3fc7f8437da9bcb6e9b1981160b5eed,95,111,threejs-textures,1950196171/water-scene/.codex/skills/threejs-textures/SKILL.md,,manual-review,,ambiguous metadata score 0
557,36c81029fde5c6e93208d7501038cf8f50176958,95,109,django-verification,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/django-verification/SKILL.md,software-delivery,metadata-triaged,,metadata score 5; margin 1
558,ad2e17500d9b77ba871e646054342f8f5a8c88a4,95,109,docx,AftabShaikh/pizza-app/.github/skills/docx/SKILL.md,document-productivity,metadata-triaged,,metadata score 5; margin 5; near-duplicate of rank 15; cosine >= 0.998
559,0fb166e8e8cb12e42dff4a40905ee4d3d626fcda,95,108,web-perf,420company/artemis/skills/cco-cloudflare-web-perf/SKILL.md,"agent-tooling-and-orchestration,document-productivity,software-delivery",manual-review,,ambiguous metadata score 1
560,5780d6d37741208364d71f53b16c92f3831da408,95,102,ui-demo,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/ui-demo/SKILL.md,interface-design,metadata-triaged,,metadata score 4; margin 4
561,fb49caaa7838af8d87eec10203f75ff4b074c835,95,102,git-workflow,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/git-workflow/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 4
562,c60f18a4edd3300c1c2fb755e740b62a06269b8f,94,166,writing-skills,1203992808/ChatGPTCaricature/.claude/skills/writing-skills/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 3; margin 2; near-duplicate of rank 126; cosine >= 0.999
563,8478d3b81dc07f0b707d4b31410711a91b5f0983,94,158,go-playwright,ARareUsername/tbats-dev/.agent/skills/agentic-awesome-skills-main/plugins/agentic-awesome-skills-claude/skills/go-playwright/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 4
564,674cb7e7df53eded7b9d68a8157a4dcb3bebb3ba,94,156,dspy,51210Guy/Hermes-Agent/hermes-source/optional-skills/mlops/research/dspy/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 1
565,5b1dcc44b4404a83c4286298f7ba08dc5557557f,94,154,slack-gif-creator,Activer007/ordinary-claude-skills/skills_all/slack-gif-creator/SKILL.md,interface-design,manual-review,,ambiguous metadata score 1
566,44d760db0b3cadb6341b4186c2af638623fbac84,94,152,odoo-project-timesheet,ARareUsername/tbats-dev/.agent/skills/agentic-awesome-skills-main/plugins/agentic-awesome-skills-claude/skills/odoo-project-timesheet/SKILL.md,,manual-review,,ambiguous metadata score 0
567,a7afc957b48ef28e26052f75d2a9131d1957eace,94,146,react-nextjs-development,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/react-nextjs-development/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 5
568,3ee71f99af7cbcc087852d0d1dcc10c020cd08cc,94,145,azure-ai-anomalydetector-java,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-ai-anomalydetector-java/SKILL.md,application-engineering,metadata-triaged,,metadata score 5; margin 5
569,fe1ad0c91f37980311fe2d88431510956bd3a63e,94,143,claude-speed-reader,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/claude-speed-reader/SKILL.md,,manual-review,,ambiguous metadata score 0; near-duplicate of rank 658; cosine >= 1.000
570,2bdffe5269a8b1a08e95d1a84825c3bf56c3adcf,94,142,page-cro,419vive/kunjia-autos-ai-chatbot/.claude/skills/page-cro/SKILL.md,marketing-and-growth,reviewed-retained,"conversion diagnosis across traffic, offer, trust, experience, and measurement",metadata score 5; margin 5
571,128518e6b3c8e881f99cf4c40f280842d46b3c2e,94,141,elixir-pro,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/elixir-pro/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
572,7fb870182b42fb6385ee38864d12adb6077ab6ba,94,139,behavioral-modes,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/behavioral-modes/SKILL.md,reasoning-modes,metadata-triaged,,metadata score 4; margin 3; near-duplicate of rank 123; cosine >= 0.995
573,2b3acd9209d701cd6c9eb7d7d7f2b35e49d19393,94,138,paid-ads,1203992808/ChatGPTCaricature/.claude/skills/paid-ads/SKILL.md,marketing-and-growth,manual-review,,ambiguous metadata score 1
574,70fbdb8569fe19d90e1eff727fd27b3ffed31723,94,134,openspec-apply-change,1192979260/shike_guanjia_pwa/.codex/skills/openspec-apply-change/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 4; near-duplicate of rank 208; cosine >= 1.000
575,624178a60f9b4007b4394dde642678d60c984e42,94,131,obsidian,3022667993/xianfeng/external/openclaw/skills/obsidian/SKILL.md,document-productivity,metadata-triaged,,metadata score 4; margin 4
576,f09627ad40cd130d76e1ef884d8b929020a8c94f,94,130,parallel-agents,Aceryoung/familyproject/antigravity-awesome-skills-main/skills/parallel-agents/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 4; margin 4; near-duplicate of rank 761; cosine >= 0.995
577,c6fc139795ba5dc85048b0314ee0d9199c993d68,94,122,app-store-optimization,Aceryoung/familyproject/antigravity-awesome-skills-main/skills/app-store-optimization/SKILL.md,,manual-review,,ambiguous metadata score 0; near-duplicate of rank 266; cosine >= 0.999
578,6979118584a6e46bd32318321c84d546b6350c09,94,118,paywall-upgrade-cro,1um0/shanye-luji/assets/expert/小红书运营专家-xiaohongshu-operations-expert/skills/marketing-skills/references/paywall-upgrade-cro/SKILL.md,marketing-and-growth,reviewed-no-new-contribution,"covered by retained market, positioning, acquisition, conversion, pricing, or fundraising rules",metadata score 4; margin 4; near-duplicate lineage root; 2 top-1000 variants
579,4b8aa605fc2ddf12e90840d2e06015d386c0d68d,94,114,requesting-code-review,0XFF-96/Perth-Agent-Con-Workshop/.pi/skills/requesting-code-review/SKILL.md,software-delivery,metadata-triaged,,metadata score 3; margin 3; near-duplicate of rank 80; cosine >= 0.979
580,21b634124a4b178024e1225280e3c6d6213491fd,94,110,threejs-fundamentals,1950196171/water-scene/.codex/skills/threejs-fundamentals/SKILL.md,game-development,manual-review,,ambiguous metadata score 1
581,50bfc3d88f1182a64a1dd7ce6ef16c47df78a461,94,109,speckit-git-remote,AI-native-Systems-Research/ai-native-storage-certus/components/block-device-filesys/.claude/skills/speckit-git-remote/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 4
582,6c9807ef0e376c3298f9d2eb0f753a16f0fad426,94,104,team-builder,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/team-builder/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 1
583,d0b4c6482622d73c72c9e1b9d1b1e956c2faad9b,94,103,context-budget,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/context-budget/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 2
584,8c1cc700030f5b53ca26e284b4c178f87ba031df,94,101,council,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/council/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
585,5349701a8f4aec4c77435177202cf468e6e62f4e,93,179,clarity-gate,404TradeOS-LLC/TradeOScostbook/packages/knowledge-engine/agent-skills/skills/clarity-gate/SKILL.md,document-productivity,manual-review,,ambiguous metadata score 2
586,b261164815e239273acce365b091968e06df84fe,93,179,metasploit-framework,404TradeOS-LLC/TradeOScostbook/packages/knowledge-engine/agent-skills/skills/metasploit-framework/SKILL.md,systems-and-security,manual-review,,ambiguous metadata score 1
587,dd407f57218472b7a63ae4149d02ae16d70a2fa3,93,175,incident-responder,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/incident-responder/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 4
588,ae44cdc75012a8ae6b82f094edbe126eef091165,93,173,cpp-pro,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/cpp-pro/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
589,3ab03b22c3be5a501a434b5cc5b7c3f2921b635f,93,165,api-documenter,5onyy/essential-ai-agent-skills/.cursor/skills/api-documenter/SKILL.md,"application-engineering,document-productivity",manual-review,,ambiguous metadata score 4
590,b036c48d88b93bef0672eae1021bf5bec4f89987,93,163,vibers-code-review,ARareUsername/tbats-dev/.agent/skills/agentic-awesome-skills-main/plugins/agentic-awesome-skills-claude/skills/vibers-code-review/SKILL.md,software-delivery,metadata-triaged,,metadata score 3; margin 2
591,910343ef27d4a1fdc958254bf65a34e2bbaea9a5,93,160,pixel-art,51210Guy/Hermes-Agent/hermes-source/optional-skills/creative/pixel-art/SKILL.md,game-development,manual-review,,ambiguous metadata score 1
592,0f32a110d9c17a415568c1ca95a8e0fb7d5982e4,93,156,cloud-devops,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/cloud-devops/SKILL.md,"application-engineering,software-delivery",manual-review,,ambiguous metadata score 1
593,ea04a6a13476bec851e010e807421ecbf5c1a4d1,93,153,app-builder,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/app-builder/SKILL.md,"agent-tooling-and-orchestration,application-engineering",manual-review,,ambiguous metadata score 1
594,6b4cf651150f122ef982159c2593dbf7a6c5decb,93,152,game-audio,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/game-development/game-audio/SKILL.md,game-development,metadata-triaged,,metadata score 4; margin 4; near-duplicate of rank 65; cosine >= 0.991
595,ce692a0385542a539a1b09e688df0be09b543b56,93,151,game-art,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/game-development/game-art/SKILL.md,game-development,metadata-triaged,,metadata score 4; margin 3; near-duplicate of rank 121; cosine >= 0.991
596,e7d796f1691f9917d0432722c04c1571d6ad259f,93,151,templates,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/app-builder/templates/SKILL.md,,manual-review,,ambiguous metadata score 0; near-duplicate of rank 177; cosine >= 0.987
597,d3cb9595bda60960d442b6db191e3a9df3401d1a,93,150,c4-architecture-c4-architecture,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/c4-architecture-c4-architecture/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 3
598,47d3d8289508115c12b9298716e11fb172d39529,93,148,data-engineering-data-driven-feature,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/data-engineering-data-driven-feature/SKILL.md,"agent-tooling-and-orchestration,software-delivery",manual-review,,ambiguous metadata score 1
599,5c7bc80a732706df517cfeadfa2853b52bfe059d,93,148,azure-ai-translation-document-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-ai-translation-document-py/SKILL.md,"application-engineering,document-productivity",manual-review,,ambiguous metadata score 5
600,88624cd2d4bda157f7ec31b17a63bf8b713456bd,93,148,angular-state-management,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/angular-state-management/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 4
601,92d62bf80e15596ad2db88c34b17bddc448ab763,93,148,odoo-accounting-setup,ARareUsername/tbats-dev/.agent/skills/agentic-awesome-skills-main/plugins/agentic-awesome-skills-claude/skills/odoo-accounting-setup/SKILL.md,,manual-review,,ambiguous metadata score 0
602,7f6a031d02d30b9c97c1270cff739f3e29fb5f45,93,143,tdd-orchestrator,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/tdd-orchestrator/SKILL.md,software-delivery,metadata-triaged,,metadata score 5; margin 1
603,26b3460a2a950fd2f82c3fe2d5429146edf6b123,93,138,loki-mode,404TradeOS-LLC/TradeOScostbook/packages/knowledge-engine/agent-skills/skills/loki-mode/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 2
604,bc1d617747a48e4110bf7f50651acd2e994984e9,93,137,bats-testing-patterns,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/bats-testing-patterns/SKILL.md,software-delivery,metadata-triaged,,metadata score 5; margin 4
605,f65e67245a0d0bff86e0986354d7d1fc11e4b134,93,137,address-github-comments,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/address-github-comments/SKILL.md,software-delivery,manual-review,,ambiguous metadata score 1
606,30898b4d405df43ca9058ca8730a77d90cda3612,93,130,backend-patterns,15934110986pmq-debug/JDB-A-26/claude-config/skills/backend-patterns/SKILL.md,application-engineering,metadata-triaged,,metadata score 7; margin 7; near-duplicate of rank 317; cosine >= 0.993
607,feacd704fc48310744f8f8791e318343ea8ab1cb,93,126,vue-best-practices,CDavidDv/realplateros/.agents/skills/vue-best-practices/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 6
608,0600addf9dce206998db4fc7d312e42a288255d2,93,121,content-creator,Aceryoung/familyproject/antigravity-awesome-skills-main/skills/content-creator/SKILL.md,marketing-and-growth,manual-review,,ambiguous metadata score 2
609,f00f7678ac70063822085da8823fdcfe986b1fa8,93,121,marketing-psychology,1203992808/ChatGPTCaricature/.claude/skills/marketing-psychology/SKILL.md,marketing-and-growth,reviewed-no-new-contribution,"covered by retained market, positioning, acquisition, conversion, pricing, or fundraising rules",metadata score 4; margin 4; near-duplicate of rank 378; cosine >= 0.995
610,964c618403db16d5bfe7d88945e6b99702cb28dd,93,113,agent-evaluation,Aceryoung/familyproject/antigravity-awesome-skills-main/skills/agent-evaluation/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 4; margin 3
611,dc4cef3c809c8e7600136b3a56aefa3ec358685e,93,110,,Abrahan-Eagle/clawvis-openclaw/openclaw-state/workspace/docs/openclaw/skills/canvas/SKILL.md,,manual-review,,ambiguous metadata score 0
612,0145815d0973812020f56a0b2ef45a7a78fcaff9,93,101,energy-procurement,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/energy-procurement/SKILL.md,,manual-review,,ambiguous metadata score 0
613,a9641e1fe216bf8966515d40ce83b8be26c7c481,93,101,csharp-testing,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/csharp-testing/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 3
614,d6c97b7d5822fec382765952cdfd961a44e9bd22,93,101,dart-flutter-patterns,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/dart-flutter-patterns/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
615,16513c257389be5d3319313ac846c0a9b18f1dd6,93,99,plankton-code-quality,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/plankton-code-quality/SKILL.md,software-delivery,manual-review,,ambiguous metadata score 1
616,967d797e1d742c242c4c14954936e0bbb6c96065,93,99,healthcare-eval-harness,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/healthcare-eval-harness/SKILL.md,software-delivery,manual-review,,ambiguous metadata score 1
617,af004d705fd27353fa000888d4e899e35c63c04a,93,99,healthcare-emr-patterns,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/healthcare-emr-patterns/SKILL.md,interface-design,manual-review,,ambiguous metadata score 1
618,099f9964ab76e5de0e2c0516ae3730bab7912c0d,92,177,constant-time-analysis,404TradeOS-LLC/TradeOScostbook/packages/knowledge-engine/agent-skills/skills/constant-time-analysis/SKILL.md,,manual-review,,ambiguous metadata score 0
619,c547826bfc15603066d6d430d3b755f11e343ab8,92,176,wireshark-analysis,404TradeOS-LLC/TradeOScostbook/packages/knowledge-engine/agent-skills/skills/wireshark-analysis/SKILL.md,systems-and-security,manual-review,,ambiguous metadata score 1
620,98df8d290ba2d578f73c0e21d4a15d2b53635b8a,92,167,cloud-architect,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/cloud-architect/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
621,ca1454722ac2f3e4222ae0fab52d8e2b1a850a0f,92,167,firebase-ai-logic-basics,09kaan/RoboPet/.agents/skills/firebase-ai-logic-basics/SKILL.md,application-engineering,metadata-triaged,,metadata score 5; margin 4; near-duplicate of rank 471; cosine >= 0.993
622,912a06e184c8e77553264adf7dbc57c817c02335,92,156,Plugin Settings,1Keria/Agentic-kv-cache-management/Agent/claude-code-repo/plugins/plugin-dev/skills/plugin-settings/SKILL.md,document-productivity,manual-review,,ambiguous metadata score 2; near-duplicate of rank 362; cosine >= 1.000
623,9bc9984d1f9c4e12b18c22357ecaa9d13e69d25d,92,156,bmad-review-edge-case-hunter,5onyy/essential-ai-agent-skills/.cursor/skills/bmad-review-edge-case-hunter/SKILL.md,reasoning-modes,manual-review,,ambiguous metadata score 1
624,9658a0cc8885ed8b82b3f21de136e53dd9394119,92,150,cold-email,419vive/kunjia-autos-ai-chatbot/.claude/skills/cold-email/SKILL.md,marketing-and-growth,manual-review,,ambiguous metadata score 1
625,a75993a7c6e5744a3b57283af262c42794d4f44e,92,146,ai-engineer,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/ai-engineer/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 2
626,e387c8a630b08d4c318d43e8ed8ecb0a9fb92044,92,146,incident-response-smart-fix,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/incident-response-smart-fix/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 4
627,6536bca7b81e3a30d426e535b7557ba55363c9e7,92,144,azure-eventhub-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-eventhub-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 6
628,eaf79166e64478c8baba848fdbd5d0bdd75ad6ad,92,137,base,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/libreoffice/base/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
629,62675b9a5d6023c1b4506849b58dbea2359f6754,92,107,threejs-postprocessing,1950196171/water-scene/.codex/skills/threejs-postprocessing/SKILL.md,,manual-review,,ambiguous metadata score 0
630,57d464c94d9e2e2f29bd3dc11e183f583c47da8f,92,105,continuous-learning-v2,Ahmed2020SE/dotfiles/dot_claude/skills/continuous-learning-v2/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 1
631,b9999e35486767298fdb882724961d0d156cbf96,92,105,caveman-commit,Addy48/AIIMIN/.qwen/skills/caveman-commit/SKILL.md,reasoning-modes,metadata-triaged,,metadata score 4; margin 3; near-duplicate of rank 191; cosine >= 0.999
632,57d81278d88455480f88a34d04d1a8a84ca3b247,92,104,github,276793422/NemesisBot/nemesisbot/workspace/skills/github/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1; near-duplicate of rank 525; cosine >= 0.993
633,d9cab06924de63a7bacbce1f8a2ad97e9d40bf68,92,103,lead-intelligence,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/lead-intelligence/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 1
634,cdf81e9aaf7c4a26962f5716126aa7a99eb2efaf,92,98,benchmark,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/benchmark/SKILL.md,,manual-review,,ambiguous metadata score 0
635,e72382ee510d3bd867c516227cbe96301b87d9ec,91,223,ab-test-setup,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/ab-test-setup/SKILL.md,,manual-review,,ambiguous metadata score 0
636,72919de07da6d02a7824309529aefde94a2109dd,91,188,changelog-generator,18studio/ai_fastapi_template/.ai/skills/changelog-generator/SKILL.md,software-delivery,manual-review,,ambiguous metadata score 2
637,2240bf2d1f58fc80f73bb53bd9bb084afd726866,91,186,observability-engineer,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/observability-engineer/SKILL.md,software-delivery,manual-review,,ambiguous metadata score 1
638,3905b5eb4e6f808c60347784c4e2575aea256855,91,174,api-fuzzing-bug-bounty,404TradeOS-LLC/TradeOScostbook/packages/knowledge-engine/agent-skills/skills/api-fuzzing-bug-bounty/SKILL.md,application-engineering,metadata-triaged,,metadata score 5; margin 3
639,a74c1ab271628cc4d9ecee42fbd7855c25315e31,91,171,songsee,51210Guy/Hermes-Agent/hermes-source/skills/media/songsee/SKILL.md,,manual-review,,ambiguous metadata score 0
640,54f764032150f01cbdf3ef5ca04c2385c6b8909a,91,164,bmad-create-prd,AQUILA04/LandReg/.qoder/skills/bmad-create-prd/SKILL.md,document-productivity,manual-review,,ambiguous metadata score 1
641,5883b6527d2ef5a5a68ffa24301c2ddc3ad33883,91,154,schema-markup,419vive/kunjia-autos-ai-chatbot/.claude/skills/schema-markup/SKILL.md,marketing-and-growth,reviewed-no-new-contribution,"covered by retained market, positioning, acquisition, conversion, pricing, or fundraising rules",metadata score 4; margin 4
642,4961baa51eae80a6cffb5698a55afb5e2aed1569,91,152,bazel-build-optimization,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/bazel-build-optimization/SKILL.md,,manual-review,,ambiguous metadata score 0
643,5108f549a7d6f93eb4b80dc9990bbd966157330a,91,150,plugin-creator,Agentic-Assets/apple-mail-mcp/.agents/skills/plugin-creator/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 4; margin 3; near-duplicate of rank 437; cosine >= 0.943
644,633f1d281b4a44b246a0ea7b61f76bb7b6a8bc56,91,149,appdeploy,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/appdeploy/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 2
645,6df2c65db9e752ccbb73ba53332bfda71db80530,91,147,performance-testing-review-multi-agent-review,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/performance-testing-review-multi-agent-review/SKILL.md,"agent-tooling-and-orchestration,software-delivery",manual-review,,ambiguous metadata score 4; near-duplicate lineage root; 2 top-1000 variants
646,aec4c02111831e1f47e86c01557ab2c47b7506ec,91,147,agents-v2-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/agents-v2-py/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 4; margin 1; near-duplicate lineage root; 2 top-1000 variants
